episode_id,created_at,updated_at,fb_action_id,user_id,tv_show_name,episode_season_number,episode_number,tweet_id
55541,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,9,
55542,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,10,
55543,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,11,
55544,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,12,
55545,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,13,
55546,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,14,
55547,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,15,
55548,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,16,
55549,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,17,
55550,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,18,
55551,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,19,
55552,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,20,
55553,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,21,
55554,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,5,22,
55555,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,1,
55556,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,2,
55557,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,3,
55558,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,4,
55559,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,5,
55560,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,6,
55561,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,7,
55562,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,8,
55563,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,9,
55564,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,10,
55565,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,11,
55566,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,12,
55567,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,13,
55568,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,14,
55569,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,15,
55570,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,16,
55571,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,17,
55572,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,18,
55573,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,19,
55574,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,20,
55575,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,21,
55576,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,22,
55577,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,23,
55578,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,24,
55579,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,6,25,
55581,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,1,
55582,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,2,
55583,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,3,
55584,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,4,
55585,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,5,
55586,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,6,
55587,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,7,
55588,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,8,
55589,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,9,
55590,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,10,
55591,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,11,
55592,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,12,
55593,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,13,
55594,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,14,
55595,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,15,
55596,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,16,
55597,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,17,
55598,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,18,
55599,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,19,
55600,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,20,
55601,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,21,
55602,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,22,
55603,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,23,
55604,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,24,
55605,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,7,25,
55606,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,1,
55607,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,2,
55608,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,3,
55609,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,4,
55610,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,5,
55611,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,6,
55612,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,7,
55613,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,8,
55614,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,9,
55615,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,10,
55616,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,11,
55617,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,12,
55618,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,13,
55619,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,14,
55620,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,15,
55621,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,16,
55622,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,17,
55623,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,18,
55624,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,19,
55625,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,20,
55626,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,21,
55627,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,22,
55628,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,23,
55629,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,24,
55630,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,8,25,
55631,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,1,
55632,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,2,
55633,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,3,
55634,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,4,
55635,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,5,
55636,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,6,
55637,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,7,
55638,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,8,
55639,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,9,
55640,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,10,
55641,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,11,
55642,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,12,
55643,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,13,
55644,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,14,
55645,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,15,
55646,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,16,
55647,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,17,
55648,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,18,
55649,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,19,
55650,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,20,
55651,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,21,
55652,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,22,
55653,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,23,
55654,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,24,
55655,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,9,25,
55656,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,1,
55657,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,2,
55658,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,3,
55659,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,4,
55660,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,5,
55661,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,6,
55662,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,7,
55663,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,8,
55664,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,9,
55665,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,10,
55666,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,11,
55667,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,12,
55668,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,13,
55669,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,14,
55670,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,15,
55671,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,16,
55672,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,17,
55673,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,18,
55674,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,19,
55675,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,20,
55676,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,21,
55677,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,22,
55678,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,10,23,
55679,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,1,
55680,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,2,
55681,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,3,
55682,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,4,
55683,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,5,
55684,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,6,
55685,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,7,
55686,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,8,
55687,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,9,
55688,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,10,
55689,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,11,
55690,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,12,
55691,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,13,
55692,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,14,
55693,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,15,
55694,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,16,
55695,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,17,
55696,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,18,
55697,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,19,
55698,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,20,
55699,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,21,
55700,2018-08-11 03:39:56,2018-08-11 03:39:56,,22659137,The Simpsons,11,22,
55701,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,1,
55702,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,2,
55703,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,3,
55704,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,4,
55705,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,5,
55706,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,6,
55707,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,7,
55708,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,8,
55709,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,9,
55710,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,10,
55711,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,11,
55712,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,12,
55713,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,13,
55714,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,14,
55715,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,15,
55716,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,16,
55717,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,17,
55718,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,18,
55719,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,19,
55720,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,20,
55721,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,12,21,
55722,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,1,
55723,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,2,
55724,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,3,
55725,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,4,
55726,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,5,
55727,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,6,
55729,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,8,
55730,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,9,
55731,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,10,
55732,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,11,
55733,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,12,
55734,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,13,
55735,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,14,
55736,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,15,
55737,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,16,
55738,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,17,
55739,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,18,
55740,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,19,
55741,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,20,
55742,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,21,
55743,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,13,22,
55744,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,1,
55745,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,2,
55746,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,3,
55747,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,4,
55748,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,5,
55749,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,6,
55750,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,7,
55751,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,8,
55752,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,9,
55753,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,10,
55754,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,11,
55755,2018-08-11 03:39:57,2018-08-11 03:39:57,,22659137,The Simpsons,14,12,
