order,EPISODE_ID,CREATED,EMOTION_ID,USER_ID,IS_DELETED,DB_UPDATE_TS,VOTE_KEY,set
"28,29,30,31,32,33,34,35,36,37,38,39",8791893,2022-11-09 23:00:50 +0000 UTC,28,22659137,0,2022-11-09 23:00:50 +0000 UTC,8791893-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9079007,2023-05-03 22:16:02 +0000 UTC,35,22659137,0,2023-05-03 22:16:02 +0000 UTC,9079007-22659137-35,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9743658,2023-11-05 10:54:43 +0000 UTC,33,22659137,0,2023-11-05 10:54:43 +0000 UTC,9743658-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",7620098,2022-10-23 22:46:49 +0000 UTC,28,22659137,0,2022-10-23 22:46:49 +0000 UTC,7620098-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8444132,2023-02-21 23:51:15 +0000 UTC,30,22659137,0,2023-02-21 23:51:15 +0000 UTC,8444132-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9564639,2023-06-05 20:38:19 +0000 UTC,33,22659137,0,2023-06-05 20:38:19 +0000 UTC,9564639-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9577092,2023-02-15 21:48:11 +0000 UTC,33,22659137,0,2023-02-15 21:48:12 +0000 UTC,9577092-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9931638,2023-09-30 13:38:51 +0000 UTC,32,22659137,0,2023-09-30 13:38:51 +0000 UTC,9931638-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9577093,2023-02-16 22:34:37 +0000 UTC,37,22659137,0,2023-02-16 22:34:37 +0000 UTC,9577093-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",7620099,2022-10-24 08:25:23 +0000 UTC,29,22659137,0,2022-10-24 08:25:23 +0000 UTC,7620099-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9765176,2023-08-11 11:34:00 +0000 UTC,35,22659137,0,2023-08-11 11:34:00 +0000 UTC,9765176-22659137-35,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9685348,2023-04-11 21:03:12 +0000 UTC,31,22659137,0,2023-04-11 21:03:12 +0000 UTC,9685348-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9079006,2023-05-01 12:27:59 +0000 UTC,33,22659137,0,2023-05-01 12:27:59 +0000 UTC,9079006-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9742979,2023-10-20 21:22:36 +0000 UTC,28,22659137,0,2023-10-20 21:22:36 +0000 UTC,9742979-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9564638,2023-06-05 20:37:22 +0000 UTC,31,22659137,0,2023-06-05 20:37:22 +0000 UTC,9564638-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8791889,2022-11-06 00:54:26 +0000 UTC,34,22659137,0,2022-11-06 00:54:26 +0000 UTC,8791889-22659137-34,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8485174,2022-11-19 14:37:32 +0000 UTC,37,22659137,0,2022-11-19 14:37:32 +0000 UTC,8485174-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9010226,2023-03-10 22:42:32 +0000 UTC,28,22659137,0,2023-03-10 22:42:32 +0000 UTC,9010226-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9607715,2023-03-27 21:42:27 +0000 UTC,30,22659137,1,2023-03-27 21:42:30 +0000 UTC,9607715-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9247262,2022-10-03 21:45:15 +0000 UTC,39,22659137,0,2022-10-03 21:45:15 +0000 UTC,9247262-22659137-39,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9607717,2023-03-28 11:32:53 +0000 UTC,28,22659137,0,2023-03-28 11:32:53 +0000 UTC,9607717-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8580927,2022-09-05 18:46:23 +0000 UTC,29,22659137,0,2022-09-05 18:46:23 +0000 UTC,8580927-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",7110141,2022-12-30 13:47:14 +0000 UTC,30,22659137,0,2022-12-30 13:47:14 +0000 UTC,7110141-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6576139,2022-12-27 00:40:00 +0000 UTC,37,22659137,1,2022-12-27 00:40:03 +0000 UTC,6576139-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9082149,2023-01-06 10:29:21 +0000 UTC,31,22659137,0,2023-01-06 10:29:21 +0000 UTC,9082149-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",7110136,2022-12-30 12:09:28 +0000 UTC,28,22659137,0,2022-12-30 12:09:28 +0000 UTC,7110136-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9247264,2022-10-05 20:24:18 +0000 UTC,37,22659137,0,2022-10-05 20:24:18 +0000 UTC,9247264-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9068877,2023-04-22 12:19:12 +0000 UTC,30,22659137,0,2023-04-22 12:19:12 +0000 UTC,9068877-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",7620100,2022-10-24 13:21:58 +0000 UTC,28,22659137,0,2022-10-24 13:21:58 +0000 UTC,7620100-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9247263,2022-10-05 20:25:54 +0000 UTC,37,22659137,0,2022-10-05 20:25:54 +0000 UTC,9247263-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9564629,2023-07-05 20:40:22 +0000 UTC,30,22659137,0,2023-07-05 20:40:22 +0000 UTC,9564629-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9160492,2022-12-23 01:10:30 +0000 UTC,37,22659137,0,2022-12-23 01:10:30 +0000 UTC,9160492-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",7578999,2022-12-17 23:33:16 +0000 UTC,28,22659137,0,2022-12-17 23:33:16 +0000 UTC,7578999-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9435215,2023-02-27 21:29:04 +0000 UTC,30,22659137,0,2023-02-27 21:29:04 +0000 UTC,9435215-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9247265,2022-10-06 13:18:39 +0000 UTC,29,22659137,0,2022-10-06 13:18:39 +0000 UTC,9247265-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9082148,2023-01-05 14:16:38 +0000 UTC,37,22659137,0,2023-01-05 14:16:38 +0000 UTC,9082148-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6678437,2022-12-06 13:16:25 +0000 UTC,30,22659137,0,2022-12-06 13:16:25 +0000 UTC,6678437-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9138254,2022-11-14 20:14:31 +0000 UTC,37,22659137,0,2022-11-14 20:14:31 +0000 UTC,9138254-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9160489,2022-12-22 10:57:15 +0000 UTC,28,22659137,0,2022-12-22 10:57:15 +0000 UTC,9160489-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6576173,2022-12-28 16:14:17 +0000 UTC,37,22659137,0,2022-12-28 16:14:17 +0000 UTC,6576173-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8371186,2023-01-28 23:06:16 +0000 UTC,32,22659137,0,2023-01-28 23:06:16 +0000 UTC,8371186-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9082152,2023-01-07 21:59:12 +0000 UTC,28,22659137,0,2023-01-07 21:59:12 +0000 UTC,9082152-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9685349,2023-04-12 19:56:49 +0000 UTC,28,22659137,0,2023-04-12 19:56:49 +0000 UTC,9685349-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9082153,2023-01-08 21:57:50 +0000 UTC,32,22659137,0,2023-01-08 21:57:50 +0000 UTC,9082153-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9435218,2023-03-19 21:48:46 +0000 UTC,29,22659137,1,2023-03-19 21:48:48 +0000 UTC,9435218-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9303189,2023-11-18 13:23:01 +0000 UTC,32,22659137,0,2023-11-18 13:23:01 +0000 UTC,9303189-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9986631,2023-12-03 14:05:29 +0000 UTC,33,22659137,0,2023-12-03 14:05:29 +0000 UTC,9986631-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9797408,2023-06-16 13:46:32 +0000 UTC,32,22659137,0,2023-06-16 13:46:32 +0000 UTC,9797408-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9457880,2023-06-12 21:58:21 +0000 UTC,33,22659137,0,2023-06-12 21:58:21 +0000 UTC,9457880-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8791888,2022-10-31 13:33:28 +0000 UTC,28,22659137,0,2022-10-31 13:33:28 +0000 UTC,8791888-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",5748838,2022-11-30 00:14:15 +0000 UTC,37,22659137,0,2022-11-30 00:14:15 +0000 UTC,5748838-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9685345,2023-04-10 17:54:31 +0000 UTC,36,22659137,1,2023-04-10 17:54:33 +0000 UTC,9685345-22659137-36,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9300512,2022-09-10 10:30:03 +0000 UTC,37,22659137,0,2022-09-10 10:30:03 +0000 UTC,9300512-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8868129,2022-11-23 10:00:00 +0000 UTC,30,22659137,0,2022-11-23 10:00:01 +0000 UTC,8868129-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9765177,2023-08-11 12:22:54 +0000 UTC,33,22659137,0,2023-08-11 12:22:54 +0000 UTC,9765177-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6778614,2022-10-16 22:46:34 +0000 UTC,35,22659137,0,2022-10-16 22:46:34 +0000 UTC,6778614-22659137-35,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9931635,2023-09-07 11:10:13 +0000 UTC,33,22659137,0,2023-09-07 11:10:13 +0000 UTC,9931635-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9743653,2023-10-25 19:58:44 +0000 UTC,29,22659137,0,2023-10-25 19:58:44 +0000 UTC,9743653-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9247268,2022-10-07 12:56:34 +0000 UTC,28,22659137,0,2022-10-07 12:56:34 +0000 UTC,9247268-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6778620,2022-10-17 14:57:04 +0000 UTC,30,22659137,0,2022-10-17 14:57:04 +0000 UTC,6778620-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6636942,2022-12-05 12:29:22 +0000 UTC,28,22659137,0,2022-12-05 12:29:22 +0000 UTC,6636942-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",5765514,2022-12-03 22:43:56 +0000 UTC,37,22659137,0,2022-12-03 22:43:56 +0000 UTC,5765514-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9577092,2023-02-15 21:48:09 +0000 UTC,37,22659137,0,2023-02-15 21:48:09 +0000 UTC,9577092-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9986636,2023-12-03 14:06:04 +0000 UTC,28,22659137,0,2023-12-03 14:06:04 +0000 UTC,9986636-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9882275,2023-11-22 12:47:28 +0000 UTC,32,22659137,0,2023-11-22 12:47:28 +0000 UTC,9882275-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9577094,2023-02-17 23:30:02 +0000 UTC,37,22659137,0,2023-02-17 23:30:02 +0000 UTC,9577094-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",4919989,2022-10-27 19:31:27 +0000 UTC,32,22659137,0,2022-10-27 19:31:27 +0000 UTC,4919989-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9687833,2023-04-13 19:52:52 +0000 UTC,30,22659137,0,2023-04-13 19:52:52 +0000 UTC,9687833-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6172297,2022-10-11 21:09:59 +0000 UTC,28,22659137,0,2022-10-11 21:09:59 +0000 UTC,6172297-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9160488,2022-12-21 23:03:04 +0000 UTC,39,22659137,0,2022-12-21 23:03:04 +0000 UTC,9160488-22659137-39,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9238599,2023-01-19 13:28:02 +0000 UTC,31,22659137,0,2023-01-19 13:28:02 +0000 UTC,9238599-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9082151,2023-01-06 23:37:39 +0000 UTC,28,22659137,0,2023-01-06 23:37:39 +0000 UTC,9082151-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9882278,2023-11-28 14:13:09 +0000 UTC,29,22659137,0,2023-11-28 14:13:09 +0000 UTC,9882278-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",5001793,2022-10-27 20:47:27 +0000 UTC,33,22659137,0,2022-10-27 20:47:27 +0000 UTC,5001793-22659137-33,12_all
"13,14,15,16,27,18,19,20",6893990,2019-06-23 09:39:08 +0000 UTC,19,22659137,0,,6893990-22659137-19,native_emojis_grid_v2
"28,29,30,31,32,33,34,35,36,37,38,39",6778622,2022-10-18 21:21:50 +0000 UTC,30,22659137,0,2022-10-18 21:21:50 +0000 UTC,6778622-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8324651,2023-01-26 21:19:04 +0000 UTC,28,22659137,0,2023-01-26 21:19:04 +0000 UTC,8324651-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6778625,2022-10-20 13:31:50 +0000 UTC,30,22659137,0,2022-10-20 13:31:50 +0000 UTC,6778625-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9247268,2022-10-07 12:56:37 +0000 UTC,37,22659137,0,2022-10-07 12:56:38 +0000 UTC,9247268-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9476216,2023-02-06 13:31:04 +0000 UTC,35,22659137,0,2023-02-06 13:31:04 +0000 UTC,9476216-22659137-35,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9010223,2023-03-08 12:31:32 +0000 UTC,31,22659137,0,2023-03-08 12:31:32 +0000 UTC,9010223-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9010222,2023-03-07 23:02:38 +0000 UTC,28,22659137,0,2023-03-07 23:02:38 +0000 UTC,9010222-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6778614,2022-10-16 22:46:24 +0000 UTC,29,22659137,1,2022-10-16 22:46:34 +0000 UTC,6778614-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8868133,2022-11-24 23:28:04 +0000 UTC,37,22659137,0,2022-11-24 23:28:04 +0000 UTC,8868133-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9505049,2023-03-24 13:49:12 +0000 UTC,28,22659137,0,2023-03-24 13:49:12 +0000 UTC,9505049-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9607716,2023-03-27 21:47:30 +0000 UTC,30,22659137,0,2023-03-27 21:47:30 +0000 UTC,9607716-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9882279,2023-11-28 15:17:39 +0000 UTC,32,22659137,0,2023-11-28 15:17:39 +0000 UTC,9882279-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9706787,2023-04-19 18:32:41 +0000 UTC,33,22659137,0,2023-04-19 18:32:41 +0000 UTC,9706787-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",5626064,2022-11-28 14:40:49 +0000 UTC,37,22659137,0,2022-11-28 14:40:49 +0000 UTC,5626064-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6576179,2022-12-28 23:52:08 +0000 UTC,28,22659137,0,2022-12-28 23:52:08 +0000 UTC,6576179-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",5101005,2022-10-30 22:49:40 +0000 UTC,29,22659137,0,2022-10-30 22:49:40 +0000 UTC,5101005-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6778620,2022-10-17 14:57:00 +0000 UTC,28,22659137,0,2022-10-17 14:57:00 +0000 UTC,6778620-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6778619,2022-10-17 13:48:38 +0000 UTC,28,22659137,0,2022-10-17 13:48:38 +0000 UTC,6778619-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9505047,2023-03-22 22:33:37 +0000 UTC,33,22659137,0,2023-03-22 22:33:37 +0000 UTC,9505047-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8759471,2023-01-17 08:32:13 +0000 UTC,31,22659137,0,2023-01-17 08:32:13 +0000 UTC,8759471-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9685346,2023-04-10 17:54:57 +0000 UTC,37,22659137,0,2023-04-10 17:54:57 +0000 UTC,9685346-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9685347,2023-04-11 20:36:00 +0000 UTC,28,22659137,0,2023-04-11 20:36:00 +0000 UTC,9685347-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",7070899,2022-12-29 21:50:33 +0000 UTC,28,22659137,0,2022-12-29 21:50:33 +0000 UTC,7070899-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9564631,2023-07-06 12:13:23 +0000 UTC,32,22659137,0,2023-07-06 12:13:23 +0000 UTC,9564631-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9882280,2023-11-30 19:18:13 +0000 UTC,30,22659137,0,2023-11-30 19:18:13 +0000 UTC,9882280-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9476217,2023-02-08 22:37:11 +0000 UTC,31,22659137,1,2023-02-08 22:37:13 +0000 UTC,9476217-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9100822,2023-01-02 14:35:31 +0000 UTC,28,22659137,0,2023-01-02 14:35:31 +0000 UTC,9100822-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6677615,2022-12-05 22:40:48 +0000 UTC,33,22659137,1,2022-12-05 22:40:49 +0000 UTC,6677615-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9986640,2023-12-17 14:26:50 +0000 UTC,30,22659137,1,2023-12-17 14:26:51 +0000 UTC,9986640-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8571459,2023-03-26 12:34:19 +0000 UTC,31,22659137,0,2023-03-26 12:34:19 +0000 UTC,8571459-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9505050,2023-03-25 15:09:19 +0000 UTC,30,22659137,0,2023-03-25 15:09:19 +0000 UTC,9505050-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9238602,2023-01-22 22:34:25 +0000 UTC,31,22659137,0,2023-01-22 22:34:25 +0000 UTC,9238602-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9435212,2023-02-23 23:40:06 +0000 UTC,30,22659137,0,2023-02-23 23:40:06 +0000 UTC,9435212-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9882274,2023-11-18 13:24:38 +0000 UTC,33,22659137,1,2023-11-18 13:24:42 +0000 UTC,9882274-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9476219,2023-02-09 21:20:09 +0000 UTC,28,22659137,0,2023-02-09 21:20:09 +0000 UTC,9476219-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6610101,2022-12-04 13:40:38 +0000 UTC,34,22659137,1,2022-12-04 13:40:41 +0000 UTC,6610101-22659137-34,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9010225,2023-03-09 22:43:50 +0000 UTC,28,22659137,0,2023-03-09 22:43:50 +0000 UTC,9010225-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9238600,2023-01-20 08:32:23 +0000 UTC,28,22659137,0,2023-01-20 08:32:23 +0000 UTC,9238600-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9288833,2022-08-24 09:45:05 +0000 UTC,37,22659137,0,2022-08-24 09:45:05 +0000 UTC,9288833-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9100820,2023-01-02 11:21:36 +0000 UTC,28,22659137,0,2023-01-02 11:21:36 +0000 UTC,9100820-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9303185,2023-11-05 15:31:33 +0000 UTC,37,22659137,0,2023-11-05 15:31:33 +0000 UTC,9303185-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9082155,2023-01-11 23:54:16 +0000 UTC,28,22659137,0,2023-01-11 23:54:16 +0000 UTC,9082155-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9986635,2023-12-03 14:05:51 +0000 UTC,28,22659137,0,2023-12-03 14:05:51 +0000 UTC,9986635-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9607720,2023-04-03 09:16:05 +0000 UTC,30,22659137,0,2023-04-03 09:16:05 +0000 UTC,9607720-22659137-30,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",8522047,2023-06-02 17:44:21 +0000 UTC,28,22659137,0,2023-06-02 17:44:21 +0000 UTC,8522047-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9238601,2023-01-21 12:29:35 +0000 UTC,28,22659137,0,2023-01-21 12:29:35 +0000 UTC,9238601-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9782581,2023-07-12 23:01:37 +0000 UTC,33,22659137,0,2023-07-12 23:01:37 +0000 UTC,9782581-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6678438,2022-12-07 16:18:38 +0000 UTC,32,22659137,0,2022-12-07 16:18:38 +0000 UTC,6678438-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9303191,2023-11-15 14:10:10 +0000 UTC,33,22659137,0,2023-11-15 14:10:10 +0000 UTC,9303191-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9782581,2023-07-12 23:01:36 +0000 UTC,37,22659137,0,2023-07-12 23:01:36 +0000 UTC,9782581-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9138256,2022-11-15 20:42:50 +0000 UTC,34,22659137,0,2022-11-15 20:42:50 +0000 UTC,9138256-22659137-34,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9797409,2023-06-19 13:21:54 +0000 UTC,28,22659137,0,2023-06-19 13:21:55 +0000 UTC,9797409-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",5765511,2022-12-02 21:22:19 +0000 UTC,28,22659137,0,2022-12-02 21:22:19 +0000 UTC,5765511-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9159818,2022-12-21 22:10:42 +0000 UTC,37,22659137,0,2022-12-21 22:10:42 +0000 UTC,9159818-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9160491,2022-12-22 13:52:45 +0000 UTC,37,22659137,0,2022-12-22 13:52:45 +0000 UTC,9160491-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9476217,2023-02-08 22:37:38 +0000 UTC,37,22659137,0,2023-02-08 22:37:38 +0000 UTC,9476217-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9079004,2023-04-27 20:09:38 +0000 UTC,35,22659137,0,2023-04-27 20:09:38 +0000 UTC,9079004-22659137-35,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",5748834,2022-11-28 22:54:26 +0000 UTC,31,22659137,0,2022-11-28 22:54:26 +0000 UTC,5748834-22659137-31,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",6778625,2022-10-20 13:31:52 +0000 UTC,28,22659137,0,2022-10-20 13:31:52 +0000 UTC,6778625-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",7687400,2023-10-28 23:08:27 +0000 UTC,30,22659137,0,2023-10-28 23:08:27 +0000 UTC,7687400-22659137-30,12_all
"13,14,15,16,27,18,19,20",7104155,2019-06-09 14:29:41 +0000 UTC,19,22659137,0,,7104155-22659137-19,native_emojis_grid_v2
"28,29,30,31,32,33,34,35,36,37,38,39",9765179,2023-08-28 12:16:08 +0000 UTC,35,22659137,0,2023-08-28 12:16:08 +0000 UTC,9765179-22659137-35,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9797405,2023-06-13 20:44:35 +0000 UTC,33,22659137,0,2023-06-13 20:44:35 +0000 UTC,9797405-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",1199791,2023-12-30 13:35:18 +0000 UTC,32,22659137,0,2023-12-30 13:35:18 +0000 UTC,1199791-22659137-32,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9564628,2023-07-05 12:35:22 +0000 UTC,37,22659137,0,2023-07-05 12:35:22 +0000 UTC,9564628-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9564626,2023-07-03 21:13:15 +0000 UTC,37,22659137,0,2023-07-03 21:13:15 +0000 UTC,9564626-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9082154,2023-01-09 13:15:22 +0000 UTC,29,22659137,0,2023-01-09 13:15:22 +0000 UTC,9082154-22659137-29,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9577092,2023-02-15 21:48:07 +0000 UTC,28,22659137,1,2023-02-15 21:48:08 +0000 UTC,9577092-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9797407,2023-06-16 13:46:17 +0000 UTC,33,22659137,0,2023-06-16 13:46:17 +0000 UTC,9797407-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9354873,2023-02-11 11:30:54 +0000 UTC,33,22659137,0,2023-02-11 11:30:54 +0000 UTC,9354873-22659137-33,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9577090,2023-02-11 12:34:08 +0000 UTC,37,22659137,0,2023-02-11 12:34:08 +0000 UTC,9577090-22659137-37,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",10002431,2023-09-30 13:37:21 +0000 UTC,28,22659137,0,2023-09-30 13:37:21 +0000 UTC,10002431-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9333705,2022-10-08 12:51:31 +0000 UTC,28,22659137,0,2022-10-08 12:51:31 +0000 UTC,9333705-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9564640,2023-06-06 21:39:04 +0000 UTC,28,22659137,0,2023-06-06 21:39:04 +0000 UTC,9564640-22659137-28,12_all
"28,29,30,31,32,33,34,35,36,37,38,39",9303186,2023-11-19 10:51:48 +0000 UTC,28,22659137,0,2023-11-19 10:51:48 +0000 UTC,9303186-22659137-28,12_all
