episode_id,created_at,fb_action_id,user_id,tv_show_name,episode_season_number,episode_number,rewatched_count
402089,2018-08-11 03:39:59,,22659137,South Park,12,12,0
402941,2020-12-19 23:16:52,,22659137,The Office (US),5,8,0
403819,2018-08-11 03:39:59,,22659137,South Park,12,13,0
404890,2018-08-11 03:39:57,,22659137,The Simpsons,20,5,0
405698,2018-08-11 03:39:59,,22659137,South Park,12,14,0
406636,2018-08-11 03:39:57,,22659137,The Simpsons,20,6,0
406855,2018-08-11 03:39:57,,22659137,The Simpsons,20,7,0
408050,2020-12-19 23:16:52,,22659137,The Office (US),5,9,0
412089,2020-12-19 23:16:52,,22659137,The Office (US),5,10,0
413426,2018-08-11 03:39:57,,22659137,The Simpsons,20,8,0
414181,2018-10-05 19:03:46,,22659137,One Piece,12,44,0
414182,2018-10-05 19:03:46,,22659137,One Piece,12,45,0
414183,2018-10-05 19:03:46,,22659137,One Piece,12,46,0
414184,2018-10-05 19:03:46,,22659137,One Piece,12,47,0
414185,2018-10-05 19:03:46,,22659137,One Piece,12,48,0
414186,2018-10-05 19:03:46,,22659137,One Piece,12,49,0
414187,2018-10-05 19:03:46,,22659137,One Piece,12,50,0
414188,2018-10-05 19:03:46,,22659137,One Piece,12,51,0
414189,2018-10-05 19:03:46,,22659137,One Piece,12,52,0
414190,2018-10-05 19:03:46,,22659137,One Piece,12,53,0
414191,2018-10-05 19:03:46,,22659137,One Piece,12,54,0
414192,2018-10-05 19:03:46,,22659137,One Piece,12,55,0
414193,2018-10-05 19:03:46,,22659137,One Piece,12,56,0
414194,2018-10-05 19:03:46,,22659137,One Piece,13,1,0
418356,2018-10-05 19:03:46,,22659137,One Piece,13,2,0
420648,2018-08-11 03:39:57,,22659137,The Simpsons,20,10,0
420649,2018-08-11 03:39:57,,22659137,The Simpsons,20,9,0
420650,2018-08-11 03:39:57,,22659137,The Simpsons,20,11,0
420651,2018-08-11 03:39:57,,22659137,The Simpsons,20,12,0
420652,2018-08-11 03:39:57,,22659137,The Simpsons,20,13,0
420653,2018-08-11 03:39:57,,22659137,The Simpsons,20,14,0
420654,2018-08-11 03:39:57,,22659137,The Simpsons,20,15,0
420655,2018-08-11 03:39:57,,22659137,The Simpsons,20,16,0
420656,2018-08-11 03:39:57,,22659137,The Simpsons,20,17,0
420657,2018-08-11 03:39:57,,22659137,The Simpsons,20,18,0
420658,2018-08-11 03:39:57,,22659137,The Simpsons,20,19,0
420659,2018-08-11 03:39:57,,22659137,The Simpsons,20,20,0
420660,2018-08-11 03:39:57,,22659137,The Simpsons,21,1,0
420661,2018-08-11 03:39:57,,22659137,The Simpsons,21,6,0
422061,2020-12-19 23:16:52,,22659137,The Office (US),5,11,0
422062,2020-12-19 23:16:52,,22659137,The Office (US),5,12,0
422063,2020-12-19 23:16:52,,22659137,The Office (US),5,13,0
422286,2018-10-05 19:03:46,,22659137,One Piece,13,3,0
422287,2018-10-05 19:03:46,,22659137,One Piece,13,4,0
422288,2018-10-05 19:03:46,,22659137,One Piece,13,5,0
422289,2018-10-05 19:03:46,,22659137,One Piece,13,6,0
422290,2018-10-05 19:03:46,,22659137,One Piece,13,7,0
427605,2020-12-19 23:16:52,,22659137,The Office (US),5,14,0
427606,2020-12-19 23:16:52,,22659137,The Office (US),5,15,0
427607,2020-12-19 23:16:52,,22659137,The Office (US),5,16,0
433935,2018-08-11 03:39:58,,22659137,American Dad!,5,9,0
434584,2018-10-05 19:03:46,,22659137,One Piece,13,8,0
434585,2018-10-05 19:03:46,,22659137,One Piece,13,9,0
434587,2018-10-05 19:03:46,,22659137,One Piece,13,10,0
434588,2018-10-05 19:03:46,,22659137,One Piece,13,11,0
436532,2018-08-11 03:39:58,,22659137,American Dad!,5,10,0
438121,2018-08-11 03:39:59,,22659137,South Park,13,1,0
438274,2020-12-19 23:16:52,,22659137,The Office (US),5,17,0
438912,2018-08-11 04:04:12,,22659137,Breaking Bad,2,1,0
438913,2018-08-11 04:04:12,,22659137,Breaking Bad,2,2,0
438914,2018-08-11 04:04:12,,22659137,Breaking Bad,2,3,0
438915,2018-08-11 04:04:12,,22659137,Breaking Bad,2,4,0
438916,2018-08-11 04:04:12,,22659137,Breaking Bad,2,5,0
438917,2018-08-11 04:04:12,,22659137,Breaking Bad,2,6,0
438918,2018-08-11 04:04:12,,22659137,Breaking Bad,2,7,0
438919,2018-08-11 04:04:12,,22659137,Breaking Bad,2,8,0
438920,2018-08-11 04:04:12,,22659137,Breaking Bad,2,9,0
438921,2018-08-11 04:04:12,,22659137,Breaking Bad,2,10,0
438922,2018-08-11 04:04:12,,22659137,Breaking Bad,2,11,0
438923,2018-08-11 04:04:12,,22659137,Breaking Bad,2,12,0
438924,2018-08-11 04:04:12,,22659137,Breaking Bad,2,13,0
440313,2020-12-19 23:16:50,,22659137,The Office (US),3,23,0
441309,2018-08-11 03:39:58,,22659137,American Dad!,5,11,0
441310,2018-08-11 03:39:58,,22659137,American Dad!,5,12,0
442221,2020-12-19 23:16:52,,22659137,The Office (US),5,18,0
442222,2020-12-19 23:16:52,,22659137,The Office (US),5,19,0
443926,2018-08-11 03:39:59,,22659137,Family Guy,7,14,0
443927,2018-08-11 03:39:59,,22659137,Family Guy,7,16,0
443947,2018-08-11 03:39:58,,22659137,American Dad!,5,13,0
443948,2018-08-11 03:39:58,,22659137,American Dad!,5,14,0
443949,2018-08-11 03:39:58,,22659137,American Dad!,5,15,0
443960,2018-08-11 03:39:58,,22659137,American Dad!,6,1,0
445724,2018-08-11 03:39:57,,22659137,The Simpsons,20,21,0
445783,2018-08-11 03:39:59,,22659137,South Park,13,2,0
446898,2018-08-11 03:39:59,,22659137,South Park,13,3,0
466681,2018-08-11 03:39:59,,22659137,South Park,13,4,0
469411,2020-12-19 23:16:52,,22659137,The Office (US),5,20,0
488781,2020-12-19 23:16:52,,22659137,The Office (US),5,21,0
492361,2018-10-05 19:03:46,,22659137,One Piece,13,12,0
492371,2018-10-05 19:03:46,,22659137,One Piece,13,13,0
492381,2018-10-05 19:03:46,,22659137,One Piece,13,14,0
501751,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,1,0
502421,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,2,0
502641,2018-08-11 03:39:59,,22659137,South Park,13,5,0
511991,2018-10-05 19:03:46,,22659137,One Piece,13,15,0
512001,2018-10-05 19:03:46,,22659137,One Piece,13,16,0
512011,2018-10-05 19:03:46,,22659137,One Piece,13,17,0
512021,2018-10-05 19:03:46,,22659137,One Piece,13,18,0
512031,2018-10-05 19:03:46,,22659137,One Piece,13,19,0
512091,2018-08-11 03:39:59,,22659137,South Park,13,6,0
512101,2018-08-11 03:39:59,,22659137,South Park,13,7,0
525301,2020-12-19 23:16:52,,22659137,The Office (US),5,22,0
525311,2020-12-19 23:16:52,,22659137,The Office (US),5,23,0
525321,2020-12-19 23:16:52,,22659137,The Office (US),5,24,0
526631,2018-08-11 03:39:59,,22659137,Family Guy,7,15,0
534591,2018-08-11 03:39:59,,22659137,Family Guy,8,1,0
536451,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,3,0
560591,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,4,0
560601,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,5,0
560991,2018-08-11 03:39:58,,22659137,American Dad!,5,16,0
561021,2018-08-11 03:39:58,,22659137,American Dad!,5,17,0
561051,2018-08-11 03:39:58,,22659137,American Dad!,5,18,0
561731,2018-08-11 03:39:58,,22659137,American Dad!,5,19,0
561741,2018-08-11 03:39:58,,22659137,American Dad!,5,20,0
602751,2020-12-19 23:16:52,,22659137,The Office (US),5,25,0
602761,2020-12-19 23:16:52,,22659137,The Office (US),5,26,0
604341,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,6,0
634581,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,7,0
634591,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,8,0
634601,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,9,0
634611,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,10,0
634691,2018-10-05 19:03:46,,22659137,One Piece,13,20,0
634701,2018-10-05 19:03:46,,22659137,One Piece,13,21,0
634711,2018-10-05 19:03:46,,22659137,One Piece,13,22,0
634721,2018-10-05 19:03:46,,22659137,One Piece,13,23,0
736321,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,11,0
736331,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,12,0
736341,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,13,0
736351,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,14,0
742531,2018-10-05 19:03:46,,22659137,One Piece,13,24,0
742541,2018-10-05 19:03:46,,22659137,One Piece,13,25,0
742551,2018-10-05 19:03:46,,22659137,One Piece,13,26,0
742561,2018-10-05 19:03:46,,22659137,One Piece,13,27,0
796411,2020-12-19 23:16:53,,22659137,The Office (US),6,1,0
834921,2018-10-05 19:03:46,,22659137,One Piece,13,28,0
834931,2018-10-05 19:03:46,,22659137,One Piece,13,29,0
840571,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,15,0
852891,2022-01-21 11:20:24,,22659137,Friends,10,17,0
852901,2022-01-21 11:20:24,,22659137,Friends,10,18,0
879131,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,16,0
879141,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,17,0
879151,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,18,0
879161,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,19,0
894141,2018-10-05 19:03:46,,22659137,One Piece,13,30,0
894151,2018-10-05 19:03:46,,22659137,One Piece,13,31,0
959541,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,20,0
961231,2018-10-05 19:03:46,,22659137,One Piece,13,32,0
961241,2018-10-05 19:03:46,,22659137,One Piece,13,33,0
961251,2018-10-05 19:03:46,,22659137,One Piece,13,34,0
961261,2018-10-05 19:03:46,,22659137,One Piece,13,35,0
967231,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,21,0
967241,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,22,0
974401,2018-08-11 03:39:59,,22659137,South Park,13,8,0
1054721,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,23,0
1058711,2018-10-05 19:03:46,,22659137,One Piece,13,36,0
1083551,2018-08-11 03:39:59,,22659137,Family Guy,8,2,0
1083561,2018-08-11 03:39:59,,22659137,Family Guy,8,3,0
1087261,2020-12-19 23:16:53,,22659137,The Office (US),6,2,0
1088261,2018-08-11 03:39:58,,22659137,American Dad!,6,4,0
1088271,2018-08-11 03:39:58,,22659137,American Dad!,6,3,0
1095561,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,24,0
1095571,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,25,0
1095581,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,26,0
1109711,2018-10-05 19:03:46,,22659137,One Piece,13,37,0
1109721,2018-10-05 19:03:46,,22659137,One Piece,13,38,0
1109731,2018-10-05 19:03:46,,22659137,One Piece,13,39,0
1112611,2020-12-19 23:16:53,,22659137,The Office (US),6,3,0
1129181,2018-08-11 03:39:59,,22659137,Family Guy,8,4,0
1129191,2018-08-11 03:39:59,,22659137,Family Guy,8,5,0
1129201,2018-08-11 03:39:59,,22659137,Family Guy,8,6,0
1129211,2018-08-11 03:39:59,,22659137,Family Guy,8,7,0
1129221,2018-08-11 03:39:59,,22659137,Family Guy,8,8,0
1129231,2018-08-11 03:39:57,,22659137,The Simpsons,21,2,0
1129241,2018-08-11 03:39:57,,22659137,The Simpsons,21,3,0
1129251,2018-08-11 03:39:57,,22659137,The Simpsons,21,4,0
1129261,2018-08-11 03:39:57,,22659137,The Simpsons,21,5,0
1129271,2018-08-11 03:39:57,,22659137,The Simpsons,21,7,0
1129281,2018-08-11 03:39:57,,22659137,The Simpsons,21,10,0
1129291,2018-08-11 03:39:57,,22659137,The Simpsons,21,8,0
1129301,2018-08-11 03:39:57,,22659137,The Simpsons,21,9,0
1134001,2018-08-11 03:39:58,,22659137,American Dad!,6,2,0
1148281,2020-12-19 23:16:53,,22659137,The Office (US),6,6,0
1155961,2018-08-11 03:39:57,,22659137,The Simpsons,21,11,0
1158051,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,27,0
1159031,2018-10-05 19:03:46,,22659137,One Piece,13,40,0
1160281,2020-12-19 23:16:53,,22659137,The Office (US),6,7,0
1173041,2018-08-11 03:39:59,,22659137,South Park,13,9,0
1181921,2020-12-19 23:16:53,,22659137,The Office (US),6,8,0
1190891,2020-12-19 23:16:53,,22659137,The Office (US),6,9,0
1198961,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,28,0
1199071,2018-08-11 03:39:59,,22659137,South Park,13,10,0
1206941,2018-08-11 03:39:58,,22659137,American Dad!,6,5,0
1206971,2018-08-11 03:39:58,,22659137,American Dad!,6,6,0
1206991,2018-08-11 03:39:58,,22659137,American Dad!,6,7,0
1229691,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,29,0
1230361,2018-08-11 03:39:59,,22659137,South Park,13,11,0
1230431,2018-08-11 03:40:00,,22659137,Family Guy,8,9,0
1230441,2018-08-11 03:40:00,,22659137,Family Guy,8,10,0
1230461,2018-08-11 03:40:00,,22659137,Family Guy,8,11,0
1230471,2018-08-11 03:40:00,,22659137,Family Guy,8,15,0
1230481,2018-08-11 03:40:00,,22659137,Family Guy,8,12,0
1230521,2018-08-11 03:40:00,,22659137,Family Guy,8,17,0
1230531,2018-08-11 03:40:00,,22659137,Family Guy,8,18,0
1230541,2018-08-11 03:40:00,,22659137,Family Guy,8,19,0
1257721,2018-08-11 03:39:59,,22659137,South Park,13,12,0
1259411,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,30,0
1259421,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,31,0
1269761,2018-08-11 03:40:00,,22659137,Family Guy,8,20,0
1271791,2020-12-19 23:16:53,,22659137,The Office (US),6,10,0
1271801,2020-12-19 23:16:53,,22659137,The Office (US),6,11,0
1285311,2018-08-11 03:39:59,,22659137,South Park,13,13,0
1294741,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,32,0
1294751,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,33,0
1294761,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,34,0
1294771,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,35,0
1299951,2018-08-11 03:39:59,,22659137,South Park,13,14,0
1319731,2020-12-19 23:16:53,,22659137,The Office (US),6,12,0
1319741,2020-12-19 23:16:53,,22659137,The Office (US),6,13,0
1354141,2018-08-11 03:39:58,,22659137,American Dad!,6,8,0
1354151,2018-08-11 03:39:58,,22659137,American Dad!,6,9,0
1378221,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,36,0
1399681,2018-08-11 03:39:58,,22659137,American Dad!,6,10,0
1405501,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,37,0
1405521,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,38,0
1405541,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,39,0
1408231,2018-08-11 03:40:00,,22659137,Family Guy,8,13,0
1408241,2018-08-11 03:40:00,,22659137,Family Guy,8,14,0
1408251,2018-08-11 03:40:00,,22659137,Family Guy,8,16,0
1511401,2020-12-19 23:16:53,,22659137,The Office (US),6,14,0
1511411,2020-12-19 23:16:53,,22659137,The Office (US),6,18,0
1511421,2020-12-19 23:16:53,,22659137,The Office (US),6,15,0
1533641,2018-08-11 04:04:12,,22659137,Breaking Bad,3,1,0
1550771,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,40,0
1574211,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,41,0
1602631,2020-12-19 23:16:53,,22659137,The Office (US),6,16,0
1618371,2018-08-11 03:39:57,,22659137,The Simpsons,21,12,0
1624291,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,42,0
1624301,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,43,0
1647421,2018-08-11 03:39:58,,22659137,American Dad!,6,11,0
1654361,2018-08-11 03:39:57,,22659137,The Simpsons,21,13,0
1685341,2018-08-11 03:39:58,,22659137,American Dad!,6,12,0
1692591,2020-12-19 23:16:53,,22659137,The Office (US),6,20,0
1702951,2018-10-05 19:03:46,,22659137,One Piece,13,41,0
1702961,2018-10-05 19:03:46,,22659137,One Piece,13,42,0
1702971,2018-10-05 19:03:46,,22659137,One Piece,13,43,0
1702981,2018-10-05 19:03:46,,22659137,One Piece,13,44,0
1702991,2018-10-05 19:03:46,,22659137,One Piece,13,45,0
1703001,2018-10-05 19:03:46,,22659137,One Piece,13,46,0
1703011,2018-10-05 19:03:46,,22659137,One Piece,13,47,0
1703021,2018-10-05 19:03:46,,22659137,One Piece,13,48,0
1703031,2018-10-05 19:03:46,,22659137,One Piece,13,49,0
1703041,2018-10-05 19:03:46,,22659137,One Piece,13,50,0
1703051,2018-10-05 19:03:46,,22659137,One Piece,13,51,0
1703061,2018-10-05 19:03:46,,22659137,One Piece,13,52,0
1703071,2018-10-05 19:03:46,,22659137,One Piece,13,53,0
1703081,2018-10-05 19:03:46,,22659137,One Piece,13,54,0
1703091,2018-10-05 19:03:46,,22659137,One Piece,13,55,0
1703101,2018-10-05 19:03:46,,22659137,One Piece,13,56,0
1722501,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,44,0
1722511,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,45,0
1722521,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,46,0
1722531,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,47,0
1752751,2018-08-11 03:39:59,,22659137,South Park,14,1,0
1761761,2018-08-11 03:39:58,,22659137,American Dad!,6,13,0
1765661,2018-08-11 03:39:57,,22659137,The Simpsons,21,14,0
1775891,2020-12-19 23:16:53,,22659137,The Office (US),6,19,0
1793861,2018-08-11 03:39:57,,22659137,The Simpsons,21,15,0
1793871,2018-08-11 03:39:57,,22659137,The Simpsons,21,16,0
1793881,2018-08-11 03:39:57,,22659137,The Simpsons,21,23,0
1793891,2018-08-11 03:39:57,,22659137,The Simpsons,21,21,0
1793901,2018-08-11 03:39:57,,22659137,The Simpsons,21,20,0
1793911,2018-08-11 03:39:57,,22659137,The Simpsons,21,19,0
1836991,2020-12-19 23:16:53,,22659137,The Office (US),6,21,0
1847111,2018-08-11 03:51:23,,22659137,Fullmetal Alchemist: Brotherhood,1,48,0
1894731,2018-08-11 04:04:12,,22659137,Breaking Bad,3,2,0
1894741,2018-08-11 04:04:12,,22659137,Breaking Bad,3,3,0
1922461,2018-08-11 03:39:57,,22659137,The Simpsons,21,17,0
1927671,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,49,0
1937541,2018-08-11 03:39:59,,22659137,South Park,14,2,0
1940701,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,50,0
1941381,2018-10-05 19:03:46,,22659137,One Piece,13,57,0
1941391,2018-10-05 19:03:46,,22659137,One Piece,13,58,0
1941401,2018-10-05 19:03:46,,22659137,One Piece,13,59,0
1941411,2018-10-05 19:03:46,,22659137,One Piece,13,60,0
1941421,2018-10-05 19:03:46,,22659137,One Piece,13,61,0
1941431,2018-10-05 19:03:46,,22659137,One Piece,13,62,0
1941441,2018-10-05 19:03:46,,22659137,One Piece,13,63,0
1941451,2018-10-05 19:03:46,,22659137,One Piece,13,64,0
1942811,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,51,0
1942821,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,52,0
1942831,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,53,0
1942841,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,54,0
1942851,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,55,0
1942861,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,56,0
1942871,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,57,0
1942881,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,58,0
1942891,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,59,0
1942901,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,60,0
1942911,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,61,0
1942921,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,62,0
1942931,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,63,0
1962611,2018-08-11 03:39:57,,22659137,The Simpsons,21,18,0
1964191,2018-08-11 03:39:59,,22659137,South Park,14,3,0
1985551,2020-12-19 23:16:53,,22659137,The Office (US),6,22,0
2011431,2018-08-11 03:39:59,,22659137,South Park,14,4,0
2012411,2018-08-11 04:04:12,,22659137,Breaking Bad,3,4,0
2043061,2018-10-05 19:03:46,,22659137,One Piece,13,65,0
2043071,2018-10-05 19:03:46,,22659137,One Piece,13,66,0
2043081,2018-10-05 19:03:46,,22659137,One Piece,13,67,0
2043091,2018-10-05 19:03:46,,22659137,One Piece,13,68,0
2046171,2020-12-19 23:16:53,,22659137,The Office (US),6,23,0
2046991,2018-08-11 03:39:59,,22659137,South Park,14,5,0
2052411,2018-08-11 03:39:57,,22659137,The Simpsons,21,22,0
2052541,2018-08-11 03:39:58,,22659137,American Dad!,6,14,0
2052551,2018-08-11 03:39:58,,22659137,American Dad!,6,15,0
2052561,2018-08-11 03:39:58,,22659137,American Dad!,6,16,0
2052571,2018-08-11 03:39:58,,22659137,American Dad!,6,17,0
2055301,2018-08-11 04:04:12,,22659137,Breaking Bad,3,5,0
2062371,2018-08-11 04:04:12,,22659137,Breaking Bad,3,6,0
2062381,2018-08-11 04:04:12,,22659137,Breaking Bad,3,7,0
2062391,2018-08-11 04:04:12,,22659137,Breaking Bad,3,8,0
2062401,2018-08-11 04:04:12,,22659137,Breaking Bad,3,9,0
2062411,2018-08-11 04:04:12,,22659137,Breaking Bad,3,10,0
2062421,2018-08-11 04:04:12,,22659137,Breaking Bad,3,11,0
2083471,2020-12-19 23:16:53,,22659137,The Office (US),6,24,0
2092661,2018-08-11 03:39:59,,22659137,South Park,14,6,0
2106591,2018-08-11 04:04:12,,22659137,Breaking Bad,3,12,0
2106601,2018-08-11 04:04:12,,22659137,Breaking Bad,3,13,0
2121381,2020-12-19 23:16:53,,22659137,The Office (US),6,25,0
2139511,2018-08-11 03:39:59,,22659137,South Park,14,7,0
2161041,2020-12-19 23:16:53,,22659137,The Office (US),6,26,0
2176651,2018-10-05 19:03:46,,22659137,One Piece,13,69,0
2215271,2018-10-05 19:03:46,,22659137,One Piece,13,70,0
2215291,2018-10-05 19:03:46,,22659137,One Piece,13,71,0
2229331,2018-08-11 03:39:58,,22659137,American Dad!,6,18,0
2240091,2018-08-11 03:39:57,,22659137,The Simpsons,22,1,0
2272921,2018-10-05 19:03:46,,22659137,One Piece,13,72,0
2340291,2018-10-05 19:03:46,,22659137,One Piece,13,73,0
2350411,2018-10-05 19:03:46,,22659137,One Piece,13,74,0
2350451,2018-10-05 19:03:46,,22659137,One Piece,13,75,0
2351281,2018-08-11 03:51:24,,22659137,Fullmetal Alchemist: Brotherhood,1,64,0
2380591,2018-08-11 03:40:00,,22659137,Family Guy,8,21,0
2395481,2018-08-11 03:39:59,,22659137,South Park,14,8,0
2399671,2018-10-05 19:03:46,,22659137,One Piece,13,76,0
2405511,2018-08-11 03:39:58,,22659137,American Dad!,7,1,0
2452271,2018-08-11 03:40:00,,22659137,Family Guy,9,1,0
2456341,2018-10-05 19:03:46,,22659137,One Piece,13,77,0
2495571,2018-10-05 19:03:46,,22659137,One Piece,13,78,0
2495581,2018-10-05 19:03:46,,22659137,One Piece,13,79,0
2545931,2020-12-19 23:16:54,,22659137,The Office (US),7,1,0
2600901,2018-10-05 19:03:46,,22659137,One Piece,13,80,0
2634031,2018-10-05 19:03:46,,22659137,One Piece,13,81,0
2639411,2018-08-11 04:04:12,,22659137,Breaking Bad,4,1,0
2676441,2018-10-05 19:03:46,,22659137,One Piece,13,82,0
2694241,2018-10-05 19:03:46,,22659137,One Piece,13,83,0
2694251,2018-10-05 19:03:46,,22659137,One Piece,13,84,0
2788781,2020-12-19 23:16:54,,22659137,The Office (US),7,2,0
2791001,2018-08-11 03:39:58,,22659137,American Dad!,7,2,0
2796941,2018-10-05 19:03:46,,22659137,One Piece,13,85,0
2825841,2020-12-19 23:16:54,,22659137,The Office (US),7,3,0
2831711,2018-08-11 03:39:57,,22659137,The Simpsons,22,3,0
2831791,2018-08-11 03:40:00,,22659137,Family Guy,9,2,0
2831801,2018-08-11 03:40:00,,22659137,Family Guy,9,3,0
2836781,2018-10-05 19:03:46,,22659137,One Piece,13,86,0
2845721,2018-08-11 03:39:57,,22659137,The Simpsons,22,6,0
2845731,2018-08-11 03:39:57,,22659137,The Simpsons,22,2,0
2845741,2018-08-11 03:39:57,,22659137,The Simpsons,22,4,0
2845751,2018-08-11 03:39:57,,22659137,The Simpsons,22,8,0
2845761,2018-08-11 03:39:57,,22659137,The Simpsons,22,5,0
2845771,2018-08-11 03:39:57,,22659137,The Simpsons,22,11,0
2845781,2018-08-11 03:39:57,,22659137,The Simpsons,22,16,0
2878671,2020-12-19 23:16:54,,22659137,The Office (US),7,4,0
2884651,2018-10-05 19:03:46,,22659137,One Piece,13,87,0
2902221,2018-08-11 03:40:00,,22659137,Family Guy,9,4,0
2902231,2018-08-11 03:40:00,,22659137,Family Guy,9,5,0
2902241,2018-08-11 03:40:00,,22659137,Family Guy,9,6,0
2902261,2018-08-11 03:40:00,,22659137,Family Guy,9,7,0
2902271,2018-08-11 03:40:00,,22659137,Family Guy,9,8,0
2902291,2018-08-11 03:40:00,,22659137,Family Guy,9,9,0
2902301,2018-08-11 03:40:00,,22659137,Family Guy,9,12,0
2902321,2018-08-11 03:40:00,,22659137,Family Guy,9,14,0
2902331,2018-08-11 03:40:00,,22659137,Family Guy,9,15,0
2902351,2018-08-11 03:40:00,,22659137,Family Guy,9,16,0
2902361,2018-08-11 03:40:00,,22659137,Family Guy,9,13,0
2906621,2018-08-11 03:40:00,,22659137,Family Guy,9,11,0
2906631,2018-08-11 03:40:00,,22659137,Family Guy,9,18,0
2920481,2018-10-05 19:03:46,,22659137,One Piece,13,88,0
2937061,2018-08-11 03:39:59,,22659137,South Park,14,9,0
2948651,2020-12-19 23:16:54,,22659137,The Office (US),7,5,0
2948661,2020-12-19 23:16:54,,22659137,The Office (US),7,6,0
2951561,2018-10-05 19:03:46,,22659137,One Piece,13,89,0
2958641,2018-08-11 03:39:58,,22659137,American Dad!,7,3,0
