episode_id,emotion_id,user_id,created
6778614,29,22659137,2022-10-16 22:46:24 +0000 UTC
8868133,37,22659137,2022-11-24 23:28:04 +0000 UTC
9505049,28,22659137,2023-03-24 13:49:12 +0000 UTC
9607716,30,22659137,2023-03-27 21:47:30 +0000 UTC
9882279,32,22659137,2023-11-28 15:17:39 +0000 UTC
9706787,33,22659137,2023-04-19 18:32:41 +0000 UTC
5626064,37,22659137,2022-11-28 14:40:49 +0000 UTC
6576179,28,22659137,2022-12-28 23:52:08 +0000 UTC
5101005,29,22659137,2022-10-30 22:49:40 +0000 UTC
6778620,28,22659137,2022-10-17 14:57:00 +0000 UTC
6778619,28,22659137,2022-10-17 13:48:38 +0000 UTC
9505047,33,22659137,2023-03-22 22:33:37 +0000 UTC
8759471,31,22659137,2023-01-17 08:32:13 +0000 UTC
9685346,37,22659137,2023-04-10 17:54:57 +0000 UTC
9685347,28,22659137,2023-04-11 20:36:00 +0000 UTC
7070899,28,22659137,2022-12-29 21:50:33 +0000 UTC
9564631,32,22659137,2023-07-06 12:13:23 +0000 UTC
9882280,30,22659137,2023-11-30 19:18:13 +0000 UTC
9476217,31,22659137,2023-02-08 22:37:11 +0000 UTC
9100822,28,22659137,2023-01-02 14:35:31 +0000 UTC
6677615,33,22659137,2022-12-05 22:40:48 +0000 UTC
9986640,30,22659137,2023-12-17 14:26:50 +0000 UTC
8571459,31,22659137,2023-03-26 12:34:19 +0000 UTC
9505050,30,22659137,2023-03-25 15:09:19 +0000 UTC
9238602,31,22659137,2023-01-22 22:34:25 +0000 UTC
9435212,30,22659137,2023-02-23 23:40:06 +0000 UTC
9882274,33,22659137,2023-11-18 13:24:38 +0000 UTC
9476219,28,22659137,2023-02-09 21:20:09 +0000 UTC
6610101,34,22659137,2022-12-04 13:40:38 +0000 UTC
9010225,28,22659137,2023-03-09 22:43:50 +0000 UTC
9238600,28,22659137,2023-01-20 08:32:23 +0000 UTC
9288833,37,22659137,2022-08-24 09:45:05 +0000 UTC
9100820,28,22659137,2023-01-02 11:21:36 +0000 UTC
9303185,37,22659137,2023-11-05 15:31:33 +0000 UTC
9082155,28,22659137,2023-01-11 23:54:16 +0000 UTC
9986635,28,22659137,2023-12-03 14:05:51 +0000 UTC
9607720,30,22659137,2023-04-03 09:16:05 +0000 UTC
8522047,28,22659137,2023-06-02 17:44:21 +0000 UTC
9238601,28,22659137,2023-01-21 12:29:35 +0000 UTC
9782581,33,22659137,2023-07-12 23:01:37 +0000 UTC
6678438,32,22659137,2022-12-07 16:18:38 +0000 UTC
9303191,33,22659137,2023-11-15 14:10:10 +0000 UTC
9782581,37,22659137,2023-07-12 23:01:36 +0000 UTC
9138256,34,22659137,2022-11-15 20:42:50 +0000 UTC
9797409,28,22659137,2023-06-19 13:21:54 +0000 UTC
5765511,28,22659137,2022-12-02 21:22:19 +0000 UTC
9159818,37,22659137,2022-12-21 22:10:42 +0000 UTC
9160491,37,22659137,2022-12-22 13:52:45 +0000 UTC
9476217,37,22659137,2023-02-08 22:37:38 +0000 UTC
9079004,35,22659137,2023-04-27 20:09:38 +0000 UTC
5748834,31,22659137,2022-11-28 22:54:26 +0000 UTC
6778625,28,22659137,2022-10-20 13:31:52 +0000 UTC
7687400,30,22659137,2023-10-28 23:08:27 +0000 UTC
7104155,19,22659137,2019-06-09 14:29:41 +0000 UTC
9765179,35,22659137,2023-08-28 12:16:08 +0000 UTC
9797405,33,22659137,2023-06-13 20:44:35 +0000 UTC
1199791,32,22659137,2023-12-30 13:35:18 +0000 UTC
9564628,37,22659137,2023-07-05 12:35:22 +0000 UTC
9564626,37,22659137,2023-07-03 21:13:15 +0000 UTC
9082154,29,22659137,2023-01-09 13:15:22 +0000 UTC
9577092,28,22659137,2023-02-15 21:48:07 +0000 UTC
9797407,33,22659137,2023-06-16 13:46:17 +0000 UTC
9354873,33,22659137,2023-02-11 11:30:54 +0000 UTC
9577090,37,22659137,2023-02-11 12:34:08 +0000 UTC
10002431,28,22659137,2023-09-30 13:37:21 +0000 UTC
9333705,28,22659137,2022-10-08 12:51:31 +0000 UTC
9564640,28,22659137,2023-06-06 21:39:04 +0000 UTC
9303186,28,22659137,2023-11-19 10:51:48 +0000 UTC
9986640,33,22659137,2023-12-17 14:26:51 +0000 UTC
9564642,33,22659137,2023-06-10 11:59:27 +0000 UTC
6778622,28,22659137,2022-10-18 21:21:47 +0000 UTC
9505049,29,22659137,2023-03-24 13:49:10 +0000 UTC
9303192,28,22659137,2023-11-15 14:09:12 +0000 UTC
4919987,29,22659137,2022-10-20 23:14:44 +0000 UTC
10002429,28,22659137,2023-09-24 22:00:02 +0000 UTC
9765177,35,22659137,2023-08-11 11:32:10 +0000 UTC
1084201,33,22659137,2023-12-29 22:15:33 +0000 UTC
9217099,33,22659137,2023-04-16 12:43:04 +0000 UTC
7330252,33,22659137,2023-07-11 20:45:53 +0000 UTC
5765513,28,22659137,2022-12-03 15:26:32 +0000 UTC
8830735,35,22659137,2023-02-01 21:22:50 +0000 UTC
9765175,31,22659137,2023-08-11 11:32:37 +0000 UTC
9882274,39,22659137,2023-11-18 13:24:43 +0000 UTC
9303186,32,22659137,2023-11-19 10:51:49 +0000 UTC
6576139,33,22659137,2022-12-27 00:40:02 +0000 UTC
6576170,33,22659137,2022-12-27 13:51:11 +0000 UTC
9138257,28,22659137,2022-11-16 21:23:42 +0000 UTC
7088256,28,22659137,2022-12-29 21:51:02 +0000 UTC
6104951,31,22659137,2022-10-09 14:03:15 +0000 UTC
9010224,37,22659137,2023-03-09 08:51:44 +0000 UTC
9706783,29,22659137,2023-04-17 20:14:12 +0000 UTC
9303190,33,22659137,2023-11-18 13:21:24 +0000 UTC
9505051,33,22659137,2023-03-25 19:47:25 +0000 UTC
10002428,32,22659137,2023-09-09 20:46:36 +0000 UTC
5765514,28,22659137,2022-12-03 22:43:50 +0000 UTC
9642558,28,22659137,2023-05-27 11:14:18 +0000 UTC
8355786,28,22659137,2023-01-28 21:45:42 +0000 UTC
9607718,28,22659137,2023-03-28 20:51:16 +0000 UTC
9138258,28,22659137,2022-11-17 11:56:10 +0000 UTC
9160490,28,22659137,2022-12-22 11:48:29 +0000 UTC
9288825,32,22659137,2022-08-23 00:09:19 +0000 UTC
8829338,28,22659137,2022-10-03 09:50:10 +0000 UTC
9100823,28,22659137,2023-01-03 08:48:14 +0000 UTC
9435211,30,22659137,2023-02-23 22:28:16 +0000 UTC
6576173,33,22659137,2022-12-28 16:14:15 +0000 UTC
9435216,32,22659137,2023-02-27 22:36:44 +0000 UTC
9160493,28,22659137,2022-12-23 15:48:05 +0000 UTC
8318242,33,22659137,2022-08-25 22:06:07 +0000 UTC
9435214,28,22659137,2023-02-27 21:28:37 +0000 UTC
9100820,33,22659137,2023-01-02 11:21:37 +0000 UTC
9505045,33,22659137,2023-03-20 21:26:52 +0000 UTC
7088256,33,22659137,2022-12-29 21:51:02 +0000 UTC
